GeneID	GeneName	Adipose_Subcutaneous	Esophagus_Mucosa	Adipose_Visceral_Omentum	Esophagus_Muscularis	Adrenal_Gland	Heart_Atrial_Appendage	Brain_Anterior_cingulate_cortex_BA24	Heart_Left_Ventricle	Artery_Aorta	Liver	Artery_Coronary	Lung	Artery_Tibial	Muscle_Skeletal	Brain_Caudate_basal_ganglia	Nerve_Tibial	Brain_Cerebellar_Hemisphere	Ovary	Brain_Cerebellum	Pancreas	Brain_Cortex	Pituitary	Brain_Frontal_Cortex_BA9	Prostate	Brain_Hippocampus	Skin_Not_Sun_Exposed_Suprapubic	Brain_Hypothalamus	Skin_Sun_Exposed_Lower_leg	Brain_Nucleus_accumbens_basal_ganglia	Small_Intestine_Terminal_Ileum	Brain_Putamen_basal_ganglia	Spleen	Breast_Mammary_Tissue	Stomach	Cells_EBV-transformed_lymphocytes	Testis	Cells_Cultured_fibroblasts	Thyroid	Colon_Sigmoid	Uterus	Colon_Transverse	Vagina	Esophagus_Gastroesophageal_Junction	Whole_Blood
ENSG00000151577	DRD3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2795527156549521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8214856230031949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.07268370607028754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000069696	DRD4	NaN	0.23123003194888175	0.014376996805111819	NaN	NaN	NaN	0.6936900958466453	NaN	NaN	NaN	NaN	NaN	0.2060702875399361	NaN	NaN	0.31429712460063897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6649361022364217	NaN	NaN	0.4333067092651757	NaN	NaN	NaN	NaN	NaN	0.22164536741214055	0.4037539936102236	NaN	NaN	NaN	NaN	0.5726837060702875	NaN
ENSG00000157540	DYRK1A	0.9792332268370608	0.16293929712460065	NaN	1.0	NaN	NaN	NaN	0.0115814696485623	NaN	NaN	0.38498402555910544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.001597444089456869	NaN	NaN	0.04832268370607029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7288338658146964	NaN	NaN	1.0
ENSG00000117298	ECE1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9756389776357828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11222044728434503	NaN	0.9165335463258786	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	0.606629392971246	0.305111821086262
ENSG00000120738	EGR1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4173322683706071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3027156549520767	NaN	NaN	NaN	NaN	NaN	0.4984025559105431	NaN	NaN
ENSG00000179388	EGR3	NaN	NaN	1.0	NaN	NaN	0.922523961661342	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4708466453674122	NaN	NaN	NaN	0.5874600638977636	NaN	NaN	NaN	1.0
ENSG00000100393	EP300	NaN	0.6150159744408946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4416932907348243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.44009584664536733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.08466453674121406	NaN	NaN	0.6277955271565495
ENSG00000106462	EZH2	NaN	0.18650159744408945	NaN	NaN	NaN	NaN	0.8761980830670927	NaN	NaN	NaN	NaN	NaN	0.024361022364217253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.04073482428115016	NaN	NaN	NaN	0.4444888178913738	NaN	0.7919329073482428	NaN	NaN	NaN	NaN	0.4948083067092652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.14376996805111822	NaN	NaN	NaN
ENSG00000057593	F7	0.33666134185303515	NaN	NaN	0.061501597444089465	NaN	0.4736421725239617	0.28873801916932906	NaN	NaN	0.3738019169329074	NaN	NaN	NaN	NaN	0.8099041533546326	NaN	0.6849041533546326	NaN	0.4980031948881789	NaN	NaN	NaN	0.34584664536741216	0.016773162939297124	NaN	0.3478434504792332	NaN	0.26956869009584666	0.0115814696485623	NaN	0.09824281150159744	NaN	NaN	NaN	NaN	NaN	0.8410543130990416	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000164687	FABP5	NaN	NaN	NaN	NaN	NaN	0.5107827476038339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9285143769968052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7200479233226837	NaN	NaN	0.8438498402555911	NaN	NaN	0.6186102236421726	0.22284345047923326
ENSG00000198643	FAM3D	0.9792332268370608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12579872204472844	NaN	0.4257188498402556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.667332268370607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3817891373801917	NaN	0.8298722044728435	NaN	NaN	NaN	0.0011980830670926515
ENSG00000161040	FBXL13	0.9904153354632588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8614217252396166	NaN	0.4652555910543131	NaN	0.2963258785942492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4508785942492013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9468849840255592
ENSG00000005812	FBXL3	0.0019968051118210857	NaN	NaN	NaN	NaN	0.12300319488817893	NaN	NaN	NaN	NaN	NaN	NaN	0.017172523961661343	NaN	NaN	0.13099041533546327	NaN	NaN	0.6421725239616614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4005591054313099	NaN	NaN	0.630591054313099	NaN	0.4061501597444089	0.9972044728434504	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000072803	FBXW11	NaN	NaN	NaN	0.31110223642172524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6094249201277955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9273162939297124	NaN	NaN	NaN	0.009185303514376995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6321884984025559	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000163497	FEV	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6589456869009584	0.12340255591054312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000125798	FOXA2	NaN	0.3726038338658147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.09824281150159744	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000204681	GABBR1	0.2939297124600639	NaN	0.3785942492012779	NaN	NaN	1.0	NaN	1.0	NaN	NaN	NaN	0.001597444089456869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5563099041533547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8342651757188498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.013178913738019169	NaN	0.34145367412140576	NaN	0.6257987220447284	NaN	NaN	0.9001597444089456
ENSG00000022355	GABRA1	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.008386581469648562	NaN	0.2703674121405751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0810702875399361	NaN	0.5227635782747604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000179348	GATA2	NaN	NaN	0.009584664536741214	0.07827476038338659	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5555111821086262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000107485	GATA3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.03554313099041533	0.6865015974440895	NaN	1.0	1.0	NaN	NaN	NaN	0.6904952076677316	NaN	0.9604632587859424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.003194888178913738	NaN	NaN	NaN	0.23003194888178916	NaN	NaN	NaN	NaN	0.9177316293929711	0.18130990415335466	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000198380	GFPT1	0.6769169329073482	NaN	NaN	0.2248402555910543	0.015175718849840257	0.10862619808306707	NaN	NaN	0.4692492012779553	NaN	NaN	NaN	0.7927316293929713	0.8210862619808307	NaN	0.5539137380191693	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	0.041134185303514384	NaN	NaN	NaN	NaN	NaN	0.014376996805111819	NaN	NaN	NaN	NaN	0.2507987220447284	1.0	0.9005591054313099	NaN	0.04832268370607029	NaN	NaN	0.13298722044728434
ENSG00000118702	GHRH	NaN	NaN	NaN	NaN	NaN	NaN	0.31070287539936103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000157017	GHRL	NaN	0.1134185303514377	NaN	NaN	NaN	0.6936900958466453	NaN	NaN	0.8634185303514377	0.011182108626198084	NaN	NaN	0.14936102236421725	0.8063099041533547	NaN	0.4884185303514377	0.28594249201277955	NaN	0.5846645367412141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13099041533546327	NaN	NaN	NaN	0.6485623003194888	NaN	NaN	0.5323482428115016	0.003194888178913738	0.6413738019169329	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000088256	GNA11	NaN	0.05710862619808306	NaN	NaN	NaN	NaN	1.0	NaN	NaN	0.26517571884984026	NaN	NaN	NaN	0.00559105431309904	NaN	1.0	0.7643769968051118	NaN	0.6010383386581469	NaN	NaN	NaN	NaN	NaN	0.6373801916932907	NaN	NaN	0.3889776357827476	NaN	0.02675718849840256	NaN	NaN	NaN	NaN	0.4856230031948882	NaN	NaN	0.8370607028753994	0.05071884984025559	NaN	1.0	NaN	NaN	1.0
ENSG00000114353	GNAI2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0
ENSG00000156052	GNAQ	0.3334664536741214	0.2384185303514377	NaN	NaN	NaN	NaN	NaN	0.5391373801916933	0.9604632587859424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9197284345047924	0.3738019169329074	0.8390575079872205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.880591054313099	NaN	NaN	NaN	NaN	NaN	1.0	NaN	1.0	0.398961661341853	NaN	NaN	NaN	NaN	NaN	NaN	0.5415335463258786
ENSG00000167191	GPRC5B	0.643370607028754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7072683706070287	NaN	NaN	0.5786741214057508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8138977635782748	NaN	NaN	0.8670127795527156	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.14536741214057508	NaN	NaN	NaN	NaN	NaN
ENSG00000106070	GRB10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7559904153354633	NaN	0.3965654952076677	NaN	0.0371405750798722	NaN	NaN	NaN	NaN	NaN	0.001597444089456869
ENSG00000082701	GSK3B	0.4065495207667731	0.3726038338658147	0.00439297124600639	0.7947284345047924	NaN	NaN	NaN	NaN	0.8170926517571885	NaN	0.7228434504792333	0.9536741214057508	0.4936102236421725	0.8542332268370607	NaN	0.3518370607028754	NaN	NaN	NaN	0.4744408945686901	1.0	0.3889776357827476	NaN	NaN	NaN	0.6301916932907349	NaN	0.5718849840255591	NaN	NaN	NaN	NaN	0.019968051118210862	NaN	0.9017571884984026	NaN	0.9141373801916932	0.9009584664536742	NaN	NaN	0.6904952076677316	NaN	0.7759584664536742	NaN
ENSG00000101336	HCK	NaN	NaN	NaN	NaN	0.8690095846645367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21365814696485624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7895367412140575	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4736421725239617	NaN	NaN	0.7787539936102237	NaN	NaN	NaN	0.7360223642172524
ENSG00000137252	HCRTR2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11621405750798723	NaN	NaN	NaN	NaN	0.4249201277955272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000116478	HDAC1	NaN	NaN	NaN	0.6134185303514377	NaN	NaN	NaN	NaN	NaN	0.1737220447284345	NaN	NaN	NaN	NaN	NaN	0.02675718849840256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	0.6333865814696485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.007188498402555909	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000196591	HDAC2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.028354632587859425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6042332268370607	0.7460063897763578	0.9956070287539937	NaN	0.1018370607028754	NaN	NaN	NaN	0.5115814696485623	NaN	NaN	NaN	NaN	0.08546325878594249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8658146964856229	NaN
ENSG00000171720	HDAC3	NaN	NaN	0.5778753993610224	NaN	NaN	0.5239616613418531	NaN	NaN	NaN	NaN	NaN	NaN	0.351038338658147	1.0	NaN	NaN	NaN	NaN	NaN	0.4257188498402556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7416134185303515
ENSG00000013583	HEBP1	NaN	0.6218051118210862	NaN	0.7827476038338658	0.5662939297124601	NaN	NaN	NaN	NaN	0.1625399361022364	NaN	NaN	NaN	NaN	0.2707667731629393	0.04512779552715655	NaN	0.7763578274760383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30670926517571884	NaN	NaN	0.9956070287539937	NaN	NaN	0.577076677316294	NaN	0.8833865814696485	NaN	0.5363418530351438	NaN	NaN	0.3710063897763578
ENSG00000138668	HNRNPD	NaN	NaN	0.9472843450479234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5303514376996805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000153187	HNRNPU	NaN	0.3306709265175719	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.5115814696485623	0.5491214057507987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.03194888178913738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	0.0007987220447284345	NaN	NaN	0.2935303514376997	0.5603035143769968	1.0	NaN	NaN	NaN	NaN	NaN	0.7420127795527156	0.11741214057507987
ENSG00000122254	HS3ST2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25998402555910544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000178394	HTR1A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000135312	HTR1B	NaN	NaN	NaN	0.025559105431309903	0.4704472843450479	NaN	NaN	NaN	NaN	NaN	NaN	0.3494408945686901	NaN	0.1757188498402556	NaN	0.0347444089456869	0.3965654952076677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4476837060702875	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000179546	HTR1D	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4065495207667731	0.3738019169329074	NaN	NaN	NaN	NaN	0.5283546325878594	NaN	0.194888178913738	NaN	NaN	NaN	NaN	NaN	0.3853833865814696	0.7284345047923323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5998402555910544	NaN	NaN	NaN
ENSG00000102468	HTR2A	0.547923322683706	0.8522364217252396	NaN	0.6892971246006391	NaN	0.38857827476038337	NaN	NaN	0.5994408945686901	NaN	NaN	0.13178913738019168	0.21725239616613415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.05071884984025559	NaN	NaN	NaN	0.12819488817891375	NaN	0.41134185303514376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4544728434504792	0.22124600638977635	NaN	NaN	NaN	0.5878594249201278	NaN	NaN	NaN
ENSG00000148680	HTR7	0.9844249201277956	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	0.043530351437699684	NaN	NaN	NaN	NaN	NaN	0.5447284345047924	NaN	0.17172523961661346	NaN	NaN	NaN	0.2983226837060703	NaN	NaN	0.25798722044728434	0.3957667731629393	0.9824281150159744	NaN	NaN	NaN	NaN	NaN
ENSG00000115738	ID2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5778753993610224	NaN	0.575479233226837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	1.0	NaN	1.0	NaN	NaN	NaN	NaN	NaN	0.7531948881789138
ENSG00000117318	ID3	NaN	NaN	NaN	NaN	0.17971246006389774	0.5587060702875399	NaN	NaN	NaN	0.2963258785942492	0.4624600638977636	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.3146964856230032	NaN	NaN	NaN	NaN	0.7711661341853036	NaN	1.0	NaN	1.0	NaN	NaN	0.9289137380191692	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000172201	ID4	0.0019968051118210857	0.478035143769968	NaN	NaN	0.21805111821086265	NaN	NaN	NaN	0.02595846645367412	0.12300319488817893	NaN	NaN	0.6817092651757188	NaN	NaN	0.13138977635782748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8115015974440895	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	1.0	NaN	NaN	0.2452076677316294	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000173404	INSM1	NaN	NaN	NaN	NaN	0.3897763578274761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5686900958466453	0.3454472843450479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000101230	ISM1	NaN	NaN	0.7036741214057508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8111022364217252	0.34185303514377	1.0	0.9369009584664536	1.0	NaN	NaN	NaN	0.6285942492012779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5067891373801917	NaN	NaN	NaN	NaN	NaN	NaN	0.12380191693290735	0.8378594249201278
ENSG00000143772	ITPKB	0.7915335463258786	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6705271565495208	NaN	0.8362619808306709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2727635782747604	NaN	0.33945686900958466	NaN	0.004792332268370607	NaN	0.010782747603833864	NaN	0.2987220447284345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7715654952076677
ENSG00000177606	JUN	NaN	NaN	0.11461661341853036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.05431309904153354	NaN	NaN	NaN	NaN	0.2971246006389776
ENSG00000130522	JUND	NaN	1.0	NaN	0.22084664536741214	NaN	NaN	NaN	NaN	0.4888178913738019	0.1645367412140575	NaN	0.5786741214057508	NaN	0.05591054313099041	0.8031150159744409	0.6349840255591054	0.039536741214057515	1.0	0.301517571884984	NaN	NaN	0.5491214057507987	0.25359424920127793	NaN	NaN	NaN	NaN	0.06549520766773162	0.35942492012779553	NaN	0.43370607028754	NaN	NaN	0.14177316293929712	NaN	NaN	0.3526357827476038	0.5435303514376997	NaN	NaN	NaN	NaN	NaN	0.5986421725239617
ENSG00000107104	KANK1	NaN	0.1573482428115016	NaN	NaN	NaN	NaN	NaN	NaN	0.5135782747603834	NaN	NaN	0.6857028753993609	NaN	0.992811501597444	NaN	0.06589456869009584	NaN	NaN	NaN	NaN	NaN	0.8322683706070287	NaN	NaN	NaN	0.006789137380191693	NaN	NaN	NaN	NaN	0.6501597444089456	NaN	1.0	NaN	0.2340255591054313	0.520367412140575	1.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0
ENSG00000184408	KCND2	NaN	1.0	0.2563897763578275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6601437699680511	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2827476038338658	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000055118	KCNH2	NaN	NaN	NaN	NaN	0.6685303514376997	NaN	NaN	NaN	0.8722044728434505	0.15654952076677314	NaN	NaN	0.5567092651757188	NaN	NaN	0.7755591054313099	0.00439297124600639	NaN	0.16333865814696485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.03154952076677316	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000184611	KCNH7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.992811501597444	NaN	0.3318690095846645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000082482	KCNK2	NaN	0.0007987220447284345	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2927316293929713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1226038338658147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.07268370607028754	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000171303	KCNK3	NaN	NaN	NaN	NaN	0.3270766773162939	NaN	NaN	NaN	NaN	1.0	NaN	NaN	0.0738817891373802	NaN	0.2488019169329073	0.2983226837060703	NaN	NaN	0.019568690095846646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8478434504792333	NaN	NaN	NaN	NaN	0.08226837060702875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000143603	KCNN3	0.6737220447284346	0.8861821086261981	NaN	NaN	0.7815495207667732	NaN	NaN	NaN	NaN	NaN	NaN	0.022763578274760384	0.5547124600638977	NaN	NaN	0.8706070287539937	NaN	1.0	NaN	0.4361022364217253	NaN	0.028753993610223638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7915335463258786	NaN	0.3482428115015975	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000073614	KDM5A	NaN	NaN	0.17691693290734825	0.301517571884984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.019169329073482427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.512779552715655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00878594249201278	NaN	NaN	NaN	NaN	0.6154153354632588	NaN	NaN	NaN	NaN	NaN	NaN	0.2380191693290735	NaN	0.20567092651757188
ENSG00000155090	KLF10	NaN	NaN	NaN	0.5698881789137379	NaN	NaN	0.7631789137380192	0.8674121405750799	NaN	NaN	NaN	NaN	NaN	0.34185303514377	NaN	0.0011980830670926515	NaN	NaN	NaN	NaN	NaN	0.039137380191693286	NaN	NaN	NaN	0.5199680511182109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2755591054313099	NaN	0.9960063897763578	NaN	NaN	NaN	NaN	0.2947284345047924	NaN
